
TEDDYTIME
PO Box 96231
BALMORAL 1342

Analyse Sales [Item Spreadsheet]

April 2020 through March 2020
21/03/2020	Page 1
7:05:24 am
Item No.	Item Name	April	May	June	July	August	September	October	November	December	January	February	March	Total
224236	9in Get Well Daisies & Tulips	34	37	30	42	42	38	34	43	24	43	16	21	404
224243	9in Heart Pattern	0	0	0	0	0	0	0	0	0	2,184	257	0	2,441
224304	9in YSS Butterflies Balloon	73	37	32	37	22	35	23	11	15	50	44	26	405
224327	9in GET WELL STRIPES & DAISIES	59	61	42	73	72	22	0	0	28	56	53	69	535
224389	9in KISS ME BALLOON	9	6	0	0	2	0	3	3	3	73	29	3	131
224396	9in Red & White Daisies	28	4	3	0	7	4	6	7	10	135	70	1	275
224487	9in I Love You Heart Cascades	33	29	28	13	16	22	39	31	28	148	0	0	387
224564	9in Baby Girl Patchwork	1	0	3	1	11	5	1	0	0	1	12	1	36
225002	14in I LOVE YOU CUTOUT HEART	2	1	7	3	7	7	5	7	4	44	0	0	87
225067	9in HMD Tie Dyed Flowers	0	0	0	0	0	0	0	0	0	6	0	0	6
2302BR	Gift Box Round Set of 3 Kraft	1	5	0	0	0	0	0	0	0	0	0	0	6
2305RBK	Gift Box Round Set of 5 Black	10	8	2	1	10	1	0	3	3	9	33	4	84
2305RE	Gift Box Square Set of 4 Red	1	0	0	0	0	0	0	3	0	0	1	0	5
2305RWH	Flower Box Round White S/5	0	0	0	6	5	6	2	17	3	2	0	7	48
2305SWH	Gift Box Square Set of 5 White	0	0	0	0	0	0	0	2	0	0	2	0	4
2305WH	Gift Box Square Set of 4 White	0	0	0	2	0	0	0	0	0	1	0	0	3
2307RBK	Flower Box Round Black S/7	0	0	0	2	0	1	4	4	6	6	0	0	23
2307RWH	Flower Box Round White S/7	0	0	0	4	0	2	9	8	0	16	0	0	39
2308.002	Gift Box Square Set of 3 White	0	8	0	1	2	0	0	0	0	0	0	6	17
2308.003	Gift Box Square Set of 3 Kraft	0	0	0	0	0	0	0	1	0	0	0	0	1
2310.704	Gift Box Silver Stripes Set/3	0	0	1	0	0	0	0	0	0	0	0	0	1
2310.807	Box Chevron Square Set/3 Pink	0	0	1	0	0	0	0	0	0	0	0	0	1
2310.901	Gift Box Square Set of 3 Blue	0	7	2	0	2	0	0	8	2	0	0	4	25
2310.902	Gift Box Square Set of 3 Pink	0	9	2	0	2	2	0	8	2	4	0	6	35
2310.903	Gift Box Square Set of 3 Mint	0	1	0	0	0	0	2	4	2	1	0	0	10
2310.905	Gift Box Square Set of 3 Black	0	4	0	0	0	0	1	6	2	4	1	0	18
2310.906	Gift Box Square Set of 3 White	6	6	0	0	0	0	1	0	0	16	1	0	30
2331BK	Gift Box Black Stitch Set of 3	4	17	3	6	10	12	4	14	5	12	7	13	107
2331BK.WH	Rnd WH Box/BLK Lid S/3 25x15cm	2	15	2	3	4	3	3	4	3	2	9	8	58
2331BKRE	Gift Box Red Stitch Set of 3	1	0	1	0	0	0	3	1	0	2	0	0	8
240013KR	Kraft Posy Box White Stripes	5	10	10	32	60	35	47	54	10	28	10	10	311
240013RE	Red Posy Box White Stripes	18	77	75	40	28	16	75	0	0	0	0	0	329
240043BLK	Kraft Posy Box Polka Dot Black	0	65	1	33	70	10	28	13	10	16	5	10	261
240043HP	Kraft Posy Box Polka Dot Pink	48	35	0	33	50	10	11	11	13	19	0	30	260
240043LI	Kraft Posy Box Polka Dot Lime	43	47	22	0	0	0	0	0	0	0	0	0	112
240043VI	Kraft Posy Box Dots Violet	65	39	11	39	30	22	11	11	10	36	0	19	293
240043WH	Kraft Posy Box Polka Dot White	50	68	23	66	21	12	0	0	0	0	0	0	240
240044HP	Bold Chevron Posy Box Hot Pink	50	11	0	27	21	0	0	0	0	0	0	0	109
240045BK	Corrugated Posy Bag Black PK5	0	0	0	2	1	0	6	6	0	6	1	0	22
240045NA	Corrugated Posy Bag Natural	4	4	1	0	4	0	2	4	0	7	0	0	26
240045RE	Corrugated Posy Bag Red PK5	1	0	1	0	4	0	0	0	1	0	0	0	7
240045WH	Corrugated Posy Bag White PK5	5	12	0	1	4	2	7	3	4	4	0	0	42
2400460BK	V-Shape Posy Bag Black Pack 5	0	0	0	2	3	1	1	7	3	6	10	2	35
2400460RE	V-Shape Posy Bag Red Pack 5	0	0	0	0	0	0	2	25	3	0	2	0	32
240046MO	Corrugated Posy Bag Moss PK5	0	5	0	1	3	0	4	0	3	3	0	0	19
240046RE	Corrugated Posy Bag Red PK5	0	0	0	0	3	0	0	4	0	10	9	0	26
240047BK	Corrugated Posy Box Black PK10	2	0	2	7	7	13	21	19	3	4	27	24	129
240047NA	Corrugated Posy Box Natural	6	8	6	9	21	14	19	0	0	0	0	0	83
240047RE	Corrugated Posy Box Red PK/10	0	3	2	5	8	10	7	10	5	5	0	0	55
240048BB	Mini Posy Box Baby Blue Floral	0	0	1	6	10	18	0	10	10	0	0	2	57
240048BP	Mini Posy Box Baby Pink Floral	20	13	3	6	1	12	0	40	0	25	23	2	145
240048LA	Mini Posy Box Lavender Floral	75	10	7	6	1	8	10	0	0	0	1	2	120
240048MI	Mini Posy Box Mint Floral	30	20	5	23	10	33	5	0	10	45	0	0	181
240061RE	Mini Posy Box Lips Print Red	0	0	0	2	0	0	1	1	0	35	0	0	39
240068HP	Mini Posy Box Flowers Hot Pink	70	81	13	0	30	0	35	62	35	18	5	20	369
240068LI	Mini Posy Box Flowers Lime	5	31	6	46	32	10	16	62	3	0	0	0	211
240068RE	Mini Posy Box Flowers Red	35	26	91	0	0	0	0	0	0	0	0	0	152
240068VI	Mini Posy Box Flowers Violet	65	51	1	116	55	58	62	0	0	0	0	0	408
240073GR	Natural Posy Box Leaf Green	120	75	60	42	0	0	0	0	0	0	0	0	297
240073WH	Natural Posy Box Leaf White	48	35	10	12	10	41	10	8	12	6	20	10	222
240074BK	Mini Posy Box Leaf Black	7	74	25	46	1	12	35	16	14	0	21	0	251
240074GR	Mini Posy Box Leaf Green	25	0	1	16	12	12	8	86	0	0	0	0	160
240075KRBK	Posy Box Mini Kraft Black	5	46	20	15	15	35	20	13	0	30	20	0	219
240075KRWH	Posy Box Mini Kraft White	35	65	46	10	10	62	36	42	23	70	10	10	419
240075WHBK	Posy Box Mini White/Black	0	0	0	0	0	0	10	2	0	16	0	0	28
240076WH	Mini Posy Box M/Christmas	0	0	0	0	0	0	3	0	0	0	0	0	3
240077CC	Posy Box Mini Shell Charcoal	50	23	21	31	17	56	10	26	22	24	0	0	280
240077DP	Posy Box Mini Shell Dusky Pink	102	52	46	36	7	106	70	37	29	36	41	10	572
240077FB	Posy Box Mini Shell French Blu	56	32	46	11	17	35	35	6	2	16	1	11	268
240077GRY	Posy Box Mini Shell Grey	65	39	20	19	12	51	40	31	20	26	20	0	343
240090KR	Mini Posy Box Flower Kraft	21	21	20	2	30	20	10	0	37	30	0	0	191
240090PK	Mini Posy Box Flower Pink	35	35	1	13	11	25	20	26	10	25	4	22	227
240090WH	Mini Posy Box Flower White	42	11	2	18	12	36	6	19	22	4	34	0	206
240091AQ	Posy Box White/Aqua Strokes	20	0	0	7	35	7	21	1	10	0	0	0	101
240091GRY	Posy Box Grey Strokes	0	1	0	19	65	0	13	20	0	0	0	0	118
240091KRBK	Posy Box Kraft/Black Strokes	15	10	114	2	0	0	0	0	0	0	0	0	141
240091KRWH	Posy Box Kraft/White Strokes	15	56	73	188	19	0	37	11	27	0	0	0	426
240091PK	Posy Box White/Pink Strokes	110	20	25	1	0	0	0	0	0	0	0	0	156
240091WHGRY	Posy Box White/Grey Strokes	142	360	0	66	146	25	108	140	42	77	25	0	1,131
240091WHTL	Posy Box White/Teal Strokes	10	40	36	163	27	0	0	0	0	0	0	0	276
240095WH	Posy Box Mini Xmas Wreath	0	0	0	0	0	0	200	0	0	0	0	0	200
240097KR	Posy Box Mini Kraft Reindeer	0	0	0	0	0	0	144	56	0	0	0	0	200
241003BK	Hat Box Deluxe Black S/2	0	0	0	3	0	0	0	7	0	0	1	0	11
241003BP	Hat Box Deluxe Baby Pink S/2	0	0	0	4	0	3	0	1	1	2	31	0	42
241003WH	Hat Gift Box Deluxe White S/2	0	0	0	9	1	0	1	0	0	7	0	18	36
243001	4.5in RED HEART BALLOON	23	9	12	35	7	45	21	48	5	285	95	9	594
244020	4.5in HMD Playful Daisies	370	21	0	0	0	3	0	1	3	0	0	5	403
244023	4.5in HMD Flutterflies	112	90	0	0	0	4	3	1	0	0	0	3	213
244041	4.5in I LOVE YOU SCRIPT	42	19	25	41	22	33	19	41	28	383	137	3	793
244154	4.5in SMILEY FACE HEART	11	4	7	13	7	17	6	11	4	153	25	3	261
244174	4.5in HMD Pen & Ink Flowers	72	82	0	0	0	4	0	1	3	0	0	6	168
244304	4.5in YSS BUTTERFLIES	32	0	31	16	14	6	15	15	14	56	18	2	219
244327	4.5in GET WELL SOON DAISIES	36	6	17	45	27	17	21	26	11	11	17	21	255
244561	4.5in Beautiful Baby Girl	4	7	29	16	0	6	8	3	3	5	6	1	88
2505007	Coconut Fibre 10 Litre Bag	1	0	0	1	0	2	2	1	1	0	3	0	11
2505010	Moss Mat Roll Green 45x122cm	1	0	0	0	0	0	1	0	0	0	2	0	4
2601001NA	Hessian Wrap Natural Brown	1	10	2	3	10	6	15	2	5	5	7	3	69
2626150	Tube with Cap 15cm (Bag 100)	5	4	1	5	8	0	0	0	0	0	0	0	23
2626300	Tube with Cap 30cm (Bag 100)	5	9	6	9	12	1	0	0	0	0	0	0	42
2626500	Tube with Cap 50cm (Bag 100)	1	2	0	0	0	0	0	0	0	0	0	0	3
266-100-09	Single Rose Box Clear	0	0	12	0	11	0	0	0	56	0	0	0	79
270301BK	Kraft Newspaper Print Sheets	12	3	13	1	11	4	5	11	3	5	6	4	78
270301GO	Kraft Newspaper Print Sheets	0	0	0	0	0	1	3	3	3	3	4	1	18
270301GRY	Kraft Newspaper Print Sheets	2	0	0	0	0	2	3	1	0	3	1	0	12
270402NA	Ribbed Brown Kraft Paper Roll	3	0	2	4	1	9	-1	1	0	0	0	0	19
270404NA	Ribbed Brown Kraft Paper Roll	6	5	1	8	3	3	1	16	3	1	0	0	47
2704107NA	Ribbed Kraft Paper Sheets	1	1	2	6	3	5	0	0	0	0	0	0	18
2708160WH	Brown Kraft Paper DUO Pk/100	0	0	0	0	0	0	0	0	0	0	0	1	1
280001BK	Tissue Paper Bold Dots Black	0	1	1	0	0	0	0	0	0	0	0	0	2
280001RE	Tissue Paper Bold Dots Red	0	0	3	1	1	0	0	1	1	0	0	0	7
280001WH	Tissue Paper Bold Dots White	1	1	0	0	0	0	0	0	0	0	0	0	2
280002NA	Tissue Paper Post Cards	0	1	1	1	0	1	1	0	0	1	0	0	6
3030.12-09	Rosie Posie Vase Crystal	29	40	18	14	16	31	14	22	0	18	24	0	226
3031.06-09	Rosie Posie Vase Crystal	25	11	32	35	1	13	4	12	2	3	15	18	171
306232	Pilotape Cellotape	50	64	11	44	51	48	52	54	65	34	0	72	545
310001GO	Ribbon Pull Bow Metallic Gold	5	0	0	0	0	0	0	42	0	0	0	0	47
310001SI	Ribbon Pull Bow Silver	5	2	0	0	1	0	0	10	0	0	0	0	18
310110BR	Ribbon Tear Aspidistra Leaf	0	2	1	0	0	1	0	3	0	0	0	0	7
310110GR	Ribbon Tear Aspidistra Leaf	7	14	13	13	7	4	4	12	4	3	7	1	89
31318MO	Pull Bow Pom Pom Moss 5 Pack	5	1	0	1	2	6	0	23	0	0	0	10	48
31325BP	Ribbon Pull Bow 5pcs Baby Pink	2	1	13	4	5	2	0	15	5	4	4	8	63
31325GO	Ribbon Pull Bow Pom Pom 5pcs B	0	0	0	0	0	0	0	0	0	0	0	10	10
31325HP	Ribbon Pull Bow 5pcs Hot PInk	2	4	3	1	0	0	0	0	0	0	0	2	12
31325LI	Ribbon Pull Bow 5pcs Lime	2	1	0	1	7	2	0	27	3	2	8	7	60
31325VI	Ribbon Pull Bow 5pcs Violet	0	5	2	1	5	1	0	14	1	4	3	17	53
31325YE	Ribbon Pull Bow 5pcs Yellow	2	4	0	7	7	1	0	16	1	2	5	5	50
31371	DC Choc Heart Display 30pc	81	68	35	68	71	53	62	91	59	277	133	38	1,036
314400	17in No.0 Latex Shape Balloon	0	0	3	0	4	0	1	0	2	4	3	5	22
314401	17in No.1 Latex Shape Balloon	3	0	4	0	4	0	0	0	3	2	0	6	22
314402	17in No.2 Latex Shape Balloon	2	1	4	2	2	0	2	0	3	4	0	3	23
314403	17in No.3 Latex Shape Balloon	2	0	4	0	5	0	1	0	4	4	0	3	23
314404	17in No.4 Latex Shape Balloon	2	0	3	0	5	1	1	0	0	4	2	3	21
314405	17in No.5 Latex Shape Balloon	6	0	3	0	5	0	2	0	2	2	0	6	26
314406	17in No.6 Latex Shape Balloon	1	0	3	0	5	0	1	0	2	4	1	3	20
314407	17in No.7 Latex Shape Balloon	0	1	4	1	4	0	1	0	3	4	0	2	20
314408	17in No.8 Latex Shape Balloon	0	0	4	3	4	0	2	0	2	4	0	2	21
314409	17in No.9 Latex Shape Balloon	0	0	3	1	4	0	2	0	1	4	1	2	18
