
TEDDYTIME
PO Box 96231
BALMORAL 1342

Analyse Sales [Item Spreadsheet]

April 2020 through March 2020
21/03/2020	Page 1
7:05:24 am
Item No.	Item Name	April	May	June	July	August	September	October	November	December	January	February	March	Total
PW022R	Euro Wrap RED Roll 65mic	5	5	0	4	4	4	0	0	0	0	0	0	22
PW022S	Euro Wrap RED Sheets 65mic	3	3	3	1	1	4	4	8	10	7	0	0	44
PW023R	Euro Wrap FUCHSIA Roll 65mic	5	2	2	6	6	5	7	10	3	3	0	0	49
PW023S	Euro Wrap FUCHSIA Sheets 65mic	9	3	2	3	4	2	0	5	5	1	5	4	43
PW024R	Euro Wrap BABY PINK Roll 65mic	5	10	1	8	3	6	5	6	3	4	0	0	51
PW024S	Euro Wrap BABY PINK Sheets	6	3	6	1	2	2	2	1	1	0	3	6	33
PW025R	Euro Wrap ORANGE Roll 65mic	7	3	1	8	2	4	10	4	0	0	0	0	39
PW025S	Euro Wrap ORANGE Sheets 65mic	6	2	2	2	4	3	0	2	0	3	4	4	32
PW026R	Euro Wrap YELLOW Roll 65mic	4	7	5	8	5	0	0	8	6	6	4	4	57
PW026S	Euro Wrap YELLOW Sheets 65mic	9	3	3	2	4	4	3	1	2	4	1	4	40
PW027R	Euro Wrap LIME GREEN Roll	1	2	3	2	3	7	7	3	4	4	0	0	36
PW027S	Euro Wrap LIME GREEN Sheets	6	2	2	1	2	4	0	3	2	0	6	3	31
PW028R	Euro Wrap MOSS Roll 65mic	8	5	6	11	12	5	0	24	13	5	0	0	89
PW028S	Euro Wrap MOSS Sheets 65mic	2	2	1	7	3	5	1	6	7	3	3	4	44
PW029R	Euro Wrap COBOLT BLUE Roll	3	3	2	2	2	7	3	9	4	5	3	4	47
PW029S	Euro Wrap COBOLT BLUE Sheets	0	2	3	5	3	1	2	3	1	1	1	1	23
PW030R	Euro Wrap VIOLET Roll 65mic	9	5	6	1	9	8	8	2	1	0	0	0	49
PW030S	Euro Wrap VIOLET Sheets 65mic	7	4	1	4	2	4	4	2	8	1	2	1	40
PW031R	Euro Wrap AUBERGINE Roll 65mic	2	8	7	7	6	4	3	9	0	0	0	0	46
PW031S	Euro Wrap AUBERGINE Sheets	5	2	0	2	2	1	2	4	0	0	3	7	28
PW032R	Euro Wrap CREAM Roll 65mic	3	4	1	7	2	2	3	8	1	6	0	0	37
PW032S	Euro Wrap CREAM Sheets 65mic	4	3	0	4	1	2	3	2	2	0	2	4	27
PW033R	Euro Wrap WHITE 65mic  Roll	4	29	19	19	40	27	17	31	8	0	0	0	194
PW033S	Euro Wrap WHITE Sheets 65mic	25	15	9	3	13	11	8	9	7	24	5	0	129
PW034R	Euro Wrap BLACK Roll 65mic	6	4	5	2	5	10	8	13	7	9	0	0	69
PW034S	Euro Wrap BLACK Sheets 65mic	14	7	13	5	7	9	8	5	7	11	15	12	113
PW036R	Euro Wrap SILVER Roll 65mic	2	2	1	2	1	0	1	5	3	1	5	0	23
PW036S	Euro Wrap SILVER Sheets 65mic	1	0	0	0	1	1	2	6	6	5	1	1	24
PW038R	Euro Wrap RED/WHITE Roll	0	0	1	3	0	0	3	11	1	0	0	0	19
PW038S	Euro Wrap RED/WHITE Sheets	0	0	0	0	0	1	5	1	2	2	3	1	15
PW039R	Euro Wrap BLACK/WHITE Roll	0	2	2	4	2	0	4	1	1	5	0	0	21
PW039S	Euro Wrap BLACK/WHITE Sheets	0	1	0	2	0	0	2	1	0	1	3	0	10
PW040R	Euro Wrap YELLOW/WHITE Roll	0	2	1	0	0	1	2	2	0	0	0	0	8
PW040S	Euro Wrap YELLOW/WHITE Sheets	1	1	-1	5	0	0	1	0	0	1	0	0	8
PW041R	Euro Wrap Dot PINK/WHITE Roll	3	1	1	0	1	3	11	1	1	1	2	2	27
PW041S	Euro Wrap Dot H.PINK/WH Sheets	0	0	3	1	3	1	1	0	1	0	0	0	10
PW042R	Euro Wrap Dot RED/WHITE Roll	1	1	0	2	0	2	3	5	6	1	0	0	21
PW042S	Euro Wrap Dot RED/WHITE Sheets	0	1	3	1	5	0	0	0	0	0	0	0	10
PW043R	Euro Wrap Dot BLACK/WHITE Roll	3	4	0	2	0	0	2	5	0	1	2	1	20
PW043S	Euro Wrap Dot BLACK/WH Sheets	1	1	2	3	4	0	1	0	1	3	2	0	18
PW044R	Euro Wrap Dot YELLOW/WH Roll	1	1	2	0	3	3	0	0	0	0	0	0	10
PW044S	Euro Wrap Dot YELLOW/WH Sheets	3	1	1	3	7	4	2	1	3	1	1	0	27
PW045R	Euro Wrap Kraft Roll	4	9	2	5	3	11	16	12	10	4	9	0	85
PW045S	Euro Wrap Kraft Sheets	6	6	2	4	5	6	5	1	0	0	0	0	35
PW046R	Euro Wrap Kraft White Dot Roll	1	6	2	5	4	8	4	9	1	7	2	4	53
PW046S	Euro Wrap Kraft WH Dot Sheets	6	1	0	0	9	3	3	4	1	2	1	0	30
PW047R	Euro Wrap Kraft Black Dot Roll	2	5	1	4	5	3	4	4	0	1	0	0	29
PW047S	Euro Wrap Kraft BK Dot Sheets	1	2	3	2	1	2	5	2	4	1	6	4	33
PW048R	Euro Wrap KR Cerise Dot Roll	1	10	3	1	2	1	0	2	3	5	1	2	31
PW048S	Euro Wrap KR Cerise Dot Sheets	5	2	0	0	4	0	0	0	2	0	1	0	14
PW049R	Euro Wrap Kraft Red Dot Roll	1	4	0	1	1	2	2	5	2	3	2	0	23
PW049S	Euro Wrap Kraft Red Dot Sheets	0	0	0	4	3	0	3	1	0	0	0	0	11
PW050R	Euro Wrap White Mint Dot Roll	3	2	0	0	0	1	1	3	1	2	2	2	17
PW050S	Euro Wrap WH Mint Dot Sheets	0	1	0	3	4	1	0	1	2	1	1	0	14
PW051R	Euro Wrap White Blue Dot Roll	0	0	0	3	0	0	0	0	0	1	2	3	9
PW051S	Euro Wrap WH Blue Dot Sheets	1	1	0	1	0	0	0	1	2	1	0	0	7
PW052R	Euro Wrap White Lilac Dot Roll	0	4	0	1	0	0	0	0	0	0	0	2	7
PW052S	Euro Wrap WH Lilac Dot Sheets	0	0	0	0	3	1	1	1	0	0	0	0	6
PW053R	Euro Wrap White Pink Dot Roll	2	4	0	2	0	3	1	1	0	4	3	0	20
PW053S	Euro Wrap WH Pink Dot Sheets	2	1	0	0	3	2	1	0	2	1	0	0	12
PW054R	Euro Wrap Burgundy Roll	1	4	3	1	3	2	3	2	1	2	2	0	24
PW054S	Euro Wrap Burgundy Sheets	3	3	2	1	3	1	1	11	3	0	3	3	34
PW055R	Euro Wrap Olive/White Roll	0	3	0	1	3	2	8	7	11	7	0	0	42
PW055S	Euro Wrap Olive/White Sheets	4	1	0	0	5	5	4	1	2	0	0	0	22
PW056R	Euro Wrap Cerise/Orange Roll	2	0	0	0	0	0	0	0	0	0	0	0	2
PW056S	Euro Wrap Cerise/Orange Sheets	1	0	0	0	0	0	0	0	0	0	0	0	1
PW057R	Euro Wrap Gold/Black Roll	2	0	1	0	2	3	-1	3	6	2	2	3	23
PW057S	Euro Wrap Gold/Black Sheets	1	3	0	1	2	0	2	4	0	19	0	0	32
PW058R	Euro Wrap Red/Black Roll	1	2	4	4	4	5	8	5	6	7	5	1	52
PW058S	Euro Wrap Red/Black Sheets	0	1	2	3	1	2	1	4	3	4	3	0	24
PW059R	Euro Wrap Purple/Lime Roll	2	1	1	2	5	7	7	1	2	0	0	0	28
PW059S	Euro Wrap Purple/Lime Sheets	0	0	0	3	0	1	1	2	3	3	0	0	13
PW060R	Euro Wrap Mint Roll	1	0	0	3	1	0	6	5	0	1	2	1	20
PW060S	Euro Wrap Mint Sheets	0	0	0	1	0	2	0	0	0	1	0	0	4
PW061R	Euro Wrap Gold Roll	0	2	2	2	3	4	1	12	1	0	0	0	27
PW062R	Euro Wrap Apricot Roll	1	3	1	1	1	3	2	3	2	2	3	1	23
PW062S	Euro Wrap Apricot Sheets	4	0	0	5	4	3	0	0	0	0	0	0	16
PW063R	Euro Wrap Lavender Roll	2	3	4	3	2	2	2	9	3	4	4	1	39
PW063S	Euro Wrap Dusky Pink Sheets	1	4	3	4	0	0	0	0	0	0	0	0	12
PW064R	Euro Wrap Cerise/Black Roll	0	0	1	9	1	3	2	1	2	0	1	1	21
PW064S	Euro Wrap Cerise/Black Sheets	0	1	0	1	0	0	0	0	0	0	0	0	2
PW065R	Euro Wrap Lime/Black Roll	1	0	1	1	1	2	2	2	1	3	2	0	16
PW065S	Euro Wrap Lime/Black Sheets	0	0	0	2	0	0	0	1	0	0	0	0	3
PW066R	Euro Wrap Orange/Black Roll	0	1	1	12	0	6	1	3	3	4	4	0	35
PW067R	Euro Wrap Pink/Black Roll	0	1	0	2	0	1	2	0	1	3	2	0	12
PW067S	Euro Wrap Pink/Black Sheets	0	0	0	0	0	1	0	0	0	0	0	2	3
PW068R	Euro Wrap Purple/Yellow Roll	1	0	2	2	1	3	0	2	1	0	0	0	12
PW068S	Euro Wrap Purple/Yellow Sheets	0	0	0	1	0	0	1	3	2	4	0	0	11
PW069R	Euro Wrap Ivory/Chocolate Roll	2	3	0	1	0	1	0	0	2	1	0	1	11
PW069S	Euro Wrap Ivory/Choc Sheets	0	0	0	0	0	0	1	0	0	2	0	0	3
PW070R	Euro Wrap Hearts 65mic Roll	6	1	2	1	2	0	1	1	0	5	0	2	21
PW070S	Euro Wrap Hearts 65mic Sheets	1	1	0	0	0	0	0	0	0	9	1	1	13
PW071R	Euro Wrap Tropical Leaf Roll	3	3	1	1	0	2	0	1	1	2	2	1	17
PW071S	Euro Wrap Tropical Leaf Sheets	0	1	2	2	0	0	0	1	0	0	0	0	6
PW072R	Euro Wrap Palm Leaves Roll	3	1	2	2	1	1	3	1	0	1	0	0	15
PW072S	Euro Wrap Palm Leaves Sheets	1	0	0	0	0	0	1	0	0	0	0	1	3
PW073R	Euro Wrap Pink Hibiscus Roll	9	8	3	7	2	3	4	5	1	2	3	2	49
PW073S	Euro Wrap Pink Hibiscus Sheets	3	4	0	2	1	1	0	0	0	1	1	1	14
PW074R	Euro Wrap Tropical Leaves Roll	9	4	1	5	3	1	2	1	5	4	3	1	39
PW074S	EuroWrap Tropical Leaves Sheet	1	0	0	1	0	1	0	0	0	2	1	1	7
PW075R	Euro Wrap Silver Leaf Roll	0	1	0	2	2	1	1	4	0	2	2	0	15
PW075S	Euro Wrap Silver Leaf Sheets	0	1	0	0	0	0	1	0	0	1	0	1	4
PW076R	Euro Wrap Flamingo 65mic Roll	5	5	1	1	4	1	0	2	0	3	3	1	26
PW076S	Euro Wrap Flamingo 65mic Sheet	0	2	0	1	1	0	0	0	0	0	0	1	5
PW077R	Euro Wrap Hibiscus 65mic Roll	3	4	0	1	0	2	3	1	0	2	1	1	18
PW077S	Euro Wrap Hibiscus 65mic Sheet	0	0	0	1	0	1	0	1	0	3	0	2	8
PW078R	Euro Wrap Flower on Geo Roll	9	4	2	5	3	0	1	0	0	2	4	1	31
PW078S	Euro Wrap Flower on Geo Sheets	3	1	1	0	0	0	0	0	0	1	2	2	10
PW079R	Euro Wrap Rose/Hydrangea Roll	9	6	0	0	2	2	7	0	1	3	1	3	34
PW079S	Euro Wrap Rose/Hydrangea Sheet	4	5	0	1	2	2	0	1	0	3	1	0	19
PW080R	Euro Wrap Tropical Flower Roll	4	4	1	2	0	2	3	0	2	0	2	0	20
PW080S	EuroWrap Tropical Flower Sheet	0	2	0	0	0	0	0	0	0	1	0	5	8
PW081R	Euro Wrap GRN/WH Flower Roll	4	7	2	1	3	3	2	1	0	2	0	1	26
PW081S	Euro Wrap GRN/WH Flower Sheets	6	1	0	0	2	0	0	0	0	1	1	2	13
PW082R	Euro Wrap Pink Roses 65mic Rol	8	17	6	8	7	4	6	6	1	4	6	2	75
PW082S	Euro Wrap Pink Roses Sheets	7	7	0	0	3	0	1	3	0	3	2	0	26
PW083R	Euro Wrap OR/PK Flowers Roll	6	6	3	2	3	1	4	4	2	2	3	2	38
PW083S	Euro Wrap OR/PK Flowers Sheets	4	1	1	0	1	2	1	1	0	2	1	0	14
PW084R	Euro Wrap Cream Hibiscus Roll	8	9	0	1	3	1	1	4	0	2	1	1	31
PW084S	Euro Wrap Cream Hibiscus Sheet	4	2	0	2	1	0	0	0	1	2	1	0	13
PW085R	Euro Wrap Hot Pink/Lime Roll	2	4	1	2	5	3	1	1	0	2	1	2	24
PW085S	Euro Wrap Hot Pink/Lime Sheets	2	1	2	4	0	0	1	0	0	2	0	1	13
PW086R	Euro Wrap Hot Pink/Purple Roll	5	0	0	2	2	1	4	0	0	0	0	1	15
PW086S	Euro Wrap H.Pink/Purple Sheets	1	0	0	0	2	0	0	0	0	1	1	2	7
PW087R	Euro Wrap Lavender 65mic Roll	2	1	1	4	6	2	4	6	0	0	0	0	26
PW087S	Euro Wrap Lavender Sheets	2	0	0	1	1	0	1	1	0	0	0	8	14
PW088R	Euro Wrap Rose Pink 65mic Roll	6	8	1	3	6	1	3	7	2	1	1	3	42
PW088S	Euro Wrap Rose Pink Sheets	2	4	1	2	0	2	1	5	2	0	0	0	19
PW089R	Euro Wrap Burnt Red Roll	0	0	0	0	0	0	0	2	13	16	5	7	43
PW089S	Euro Wrap Burnt Red Sheets	0	0	0	0	0	0	0	0	11	6	1	2	20
PW090R	Euro Wrap Green Leaf Roll	0	0	0	0	0	0	0	0	0	2	3	6	11
PW090S	Euro Wrap Green Leaf Sheets	0	0	0	0	0	0	0	0	0	1	0	3	4
PW091R	Euro Wrap Protea Roll	0	0	0	0	0	0	0	3	2	3	3	1	12
PW091S	Euro Wrap Protea Sheets	0	0	0	0	0	0	0	1	0	3	0	4	8
PW092R	Euro Wrap Peonies Roll	0	0	0	0	0	0	0	4	3	3	2	5	17
PW092S	Euro Wrap Peonies Sheets	0	0	0	0	0	0	0	1	0	1	1	9	12
PW093R	Euro Wrap Burgundy Flower Roll	0	0	0	0	0	0	0	1	2	6	5	3	17
PW093S	Euro Wrap B/gundy Flower Sheet	0	0	0	0	0	0	0	1	1	1	1	0	4
PW094R	Euro Wrap Botanical Roll	0	0	0	0	0	0	0	2	2	6	10	5	25
PW094S	Euro Wrap Botanical Sheets	0	0	0	0	0	0	0	1	2	5	2	1	11
PW095R	Euro Wrap Magnolia Flower Roll	0	0	0	0	0	0	0	3	2	0	3	2	10
PW095S	Euro Wrap Magnolia Flower SH	0	0	0	0	0	0	0	0	1	1	1	4	7
PW096R	Euro Wrap Rose Flower Roll	0	0	0	0	0	0	0	5	3	14	5	0	27
PW096S	Euro Wrap Rose Flower Sheets	0	0	0	0	0	0	0	3	1	5	2	1	12
QF002BPK	Single Pink Gerbera 48cm	2	16	3	0	2	0	0	0	0	1	0	0	24
QF002HP	Single Hot Pink Gerbera 48cm	0	12	7	0	8	8	1	0	0	1	2	0	39
QF002LI	Single Lilac Gerbera 48cm	2	15	7	0	8	0	0	0	0	0	0	0	32
QF002PK	Single Light Pink Gerbera 48cm	22	15	6	1	8	8	1	0	0	1	3	0	65
QF002RP	Single Rose Pink Gerbera 48cm	25	5	0	0	0	0	0	0	0	0	0	0	30
QF004PK	Pink Cymbidium Orchid 82cm	3	2	0	0	0	0	0	0	0	0	0	0	5
QF005PK	Pink Moth Orchid Spray 88cm	0	9	0	0	0	0	0	0	0	0	0	0	9
QF006HP	Single Hot Pink Dahlia 42cm	8	6	3	0	3	10	4	0	0	0	22	9	65
QF007LP	Light Pink Cherry Blossom 89cm	9	1	0	0	0	0	0	0	0	0	0	0	10
QF008BPK	Single Pink Spider Gerbera	6	26	3	7	12	0	3	0	0	1	3	0	61
QF008HP	Single Hot Pink Spider Gerbera	6	6	0	4	12	12	4	0	0	0	3	0	47
QF008IV	Single Ivory Spider Gerbera	17	15	0	0	0	0	0	0	0	0	0	0	32
QF008MA	Single Magenta Spider Gerbera	6	6	0	2	12	12	3	0	0	1	3	0	45
QF011BL	Single Blue French Hydrangea	0	0	1	0	3	0	0	0	0	1	0	0	5
QF012CR	Single Cream Rose 50cm	18	0	1	3	20	0	0	0	0	0	0	6	48
QF012LP	Single Light Pink Rose 50cm	18	10	1	0	0	0	0	0	0	0	4	12	45
QF012PK	Single Pink Rose 50cm	22	22	1	0	0	0	0	1	0	0	3	6	55
QF012RR	Single Rhodamine Red Rose 50cm	6	10	9	0	0	0	0	1	0	63	27	0	116
QF013CR	Cream Cabbage Rose Bouquet	0	0	0	0	0	3	0	0	0	0	0	0	3
QF014CR	Cream Gladiolus Spray 92cm	4	0	0	0	0	0	0	0	0	0	0	0	4
QF014PK	Pink Gladiolus Sparay 92cm	10	0	0	0	0	0	10	5	0	0	8	2	35
QF015MA	Magenta Fressia Spray 75cm	0	0	0	0	0	4	0	0	0	0	0	4	8
QF015PK	Pink Fressia Spray 75cm	0	0	0	0	0	0	0	0	0	0	0	4	4
QF015PU	Purple Fressia Spray 75cm	4	0	0	0	0	0	0	0	2	0	0	12	18
R28CR	Ribbon Burlap Cream 38mmx10m	0	3	0	3	1	1	5	7	4	1	1	0	26
R28MO	Ribbon Burlap Moss 38mmx10m	2	5	1	0	1	0	0	6	6	1	0	0	22
R28NA	Ribbon Burlap Natural 38mmx10m	0	1	4	10	1	2	9	7	2	0	5	2	43
R28RD	Ribbon Burlap Red 38mmx10m	0	1	3	0	0	0	0	11	7	1	0	0	23
R29NAL	Ribbon Burlap & Lace 70mmx10m	0	0	0	0	0	0	0	0	0	0	0	4	4
R31NAP	Ribbon Burlap & Lace 50mmx10m	1	0	0	0	0	1	2	4	0	2	0	1	11
R32NAL	Ribbon Burlap & Lace 62mmx10m	1	0	0	0	0	1	1	1	0	0	0	0	4
R33CP	Ribbon Silk Organza Copper	0	1	0	1	2	0	1	0	3	2	0	0	10
R33GY	Ribbon Silk Organza Grey	0	0	0	1	0	7	0	0	0	0	0	0	8
R33MO	Ribbon Silk Organza Moss	0	0	0	1	0	1	2	0	0	0	0	0	4
R34CP	Ribbon Lurex Lace Copper	0	6	0	0	0	0	0	0	0	0	0	0	6
R34GO	Ribbon Lurex Lace Gold	0	7	2	0	0	0	0	0	0	0	0	0	9
R34SL	Ribbon Lurex Lace Silver	0	3	0	1	0	0	0	0	0	0	0	0	4
R35BB	Ribbon Mesh Baby Blue 38mmx10m	0	6	1	4	1	3	0	0	0	0	0	0	15
R35BR	Ribbon Mesh Brown 38mmx10m	0	0	0	5	0	0	0	0	0	0	0	0	5
R35LA	Ribbon Mesh Lavender 38mmx10m	1	0	0	4	0	1	0	0	0	0	0	0	6
R36BE	Ribbon Lace Beige 22mmx10m	0	0	3	0	0	1	1	2	0	4	4	0	15
R36BR	Ribbon Lace Brown 22mmx10m	0	1	0	0	2	1	0	0	0	1	1	0	6
R36CO	Ribbon Lace Coral 22mmx10m	1	0	0	3	0	0	1	11	0	0	0	0	16
R36CR	Ribbon Lace Cream 22mmx10m	0	2	0	3	0	4	2	2	0	2	1	0	16
R36DP	Ribbon Lace Pink 22mmx10m	0	0	0	4	1	0	4	0	0	0	0	0	9
R36GY	Ribbon Lace Grey 22mmx10m	0	0	0	3	0	1	2	2	0	2	1	0	11
R36LI	Ribbon Lace Lime 22mmx10m	0	0	0	3	0	1	1	0	0	1	0	0	6
R36MI	Ribbon Lace Mint 22mmx10m	0	1	0	0	0	0	0	0	0	2	1	0	4
R36PU	Ribbon Lace Purple 22mmx10m	1	0	0	0	0	0	1	0	0	2	0	0	4
R36WN	Ribbon Lace Wine 22mmx10m	0	0	0	3	0	1	1	0	0	0	0	0	5
R39WHL	Ribbon Lace White 38mmx10m	2	3	0	5	0	1	0	0	1	0	1	0	13
R40WHL	Ribbon Lace White 45mmx10m	2	0	0	2	0	0	0	0	0	0	2	0	6
R41WHL	Ribbon Lace White 55mmx10m	1	0	0	3	0	0	1	0	0	0	1	2	8
R42WHL	Ribbon Lace White 62mmx10m	0	1	0	3	0	1	0	0	0	0	0	1	6
R43CR	Ribbon Lurex Lace Cream 10m	0	1	2	0	2	2	2	0	0	0	0	0	9
R43WH	Ribbon Lurex Lace White 10m	0	0	2	0	2	2	2	3	0	7	0	4	22
R46GO	Ribbon Metallic Satin Gold	1	2	3	4	0	2	5	1	3	0	0	1	22
R46SL	Ribbon Metallic Satin Silver	0	2	5	3	2	2	4	2	3	0	1	0	24
R49CR	Ribbon Cream Organza 22mmx10m	0	1	0	0	3	0	1	2	0	0	0	0	7
R49RD	Ribbon Red Organza 22mmx10m	0	4	0	1	1	2	0	7	2	3	0	1	21
R49WH	Ribbon White Organza 22mmx10m	0	0	6	0	4	0	1	1	0	0	0	0	12
R51BL	Ribbon Blue Organza 15mmx20m	1	2	1	0	1	0	0	1	0	0	0	1	7
R51CR	Ribbon Cream Organza 15mmx20m	1	3	2	2	2	0	1	6	2	0	2	2	23
R51HP	Ribbon H.Pink Organza 15mmx20m	1	0	0	0	0	0	0	0	0	0	0	0	1
R51IN	Ribbon Indigo Organza 15mmx20m	1	2	2	2	3	0	2	1	0	1	1	0	15
R51LI	Ribbon Lime Organza 15mmx20m	1	1	2	3	0	0	0	2	2	0	2	0	13
R51OL	Ribbon Olive Organza 15mmx20m	0	5	3	0	1	0	2	5	1	0	3	1	21
R51OR	Ribbon Orange Organza 15mmx20m	1	1	2	3	1	0	2	1	0	0	0	5	16
R51PK	Ribbon Pink Organza 15mmx20m	2	6	4	1	2	4	1	3	0	0	0	0	23
R51PU	Ribbon Purple Organza 15mmx20m	0	1	2	3	1	0	2	5	0	0	2	1	17
R51WH	Ribbon White Organza 15mmx20m	2	5	2	1	2	2	4	11	1	0	0	1	31
R51YE	Ribbon Yellow Organza 15mmx20m	0	0	2	4	1	1	0	2	0	2	0	0	12
R54BR	Ribbon Brown Jute 12mmx10m	20	0	15	42	12	18	14	16	17	3	5	1	163
R54DBL	Ribbon Dark Blue Jute 12mmx10m	6	2	2	3	0	12	0	5	1	3	0	0	34
R54MU	Ribbon Mustard Jute 12mmx10m	13	10	2	3	0	4	0	5	1	0	0	1	39
R54NA	Ribbon Natural Jute 12mmx10m	14	26	12	0	0	0	0	0	0	0	0	0	52
R54OR	Ribbon Orange Jute 12mmx10m	5	0	3	3	0	3	0	5	1	3	-1	0	22
R54RD	Ribbon Red Jute 12mmx10m	5	4	0	3	0	12	6	7	0	0	0	0	37
R55BK	Ribbon Shimmer Black 38mmx10m	6	3	3	1	0	0	0	0	0	0	0	0	13
R55BR	Ribbon Shimmer Brown 38mmx10m	0	2	0	2	1	0	2	6	0	0	0	2	15
R55CP	Ribbon Shimmer Copper 38mmx10m	8	12	15	5	9	3	6	17	4	0	1	0	80
R55GO	Ribbon Shimmer Gold 38mmx10m	6	12	3	13	2	8	21	10	4	1	3	3	86
R55SL	Ribbon Shimmer Silver 38mmx10m	2	6	0	5	3	9	5	13	5	2	1	2	53
R55WN	Ribbon Shimmer Wine 38mmx10m	1	4	0	15	1	8	3	5	1	2	1	0	41
R56LBL	Cotton Ribbon Blue 25mmx10m	0	1	0	0	0	2	0	1	0	0	1	1	6
R56LI	Cotton Ribbon Lime 25mmx10m	0	0	0	2	0	0	3	0	0	0	1	0	6
R60BR	Ribbon Hessian Brown 38mmx20m	1	2	2	1	4	4	2	4	0	0	1	1	22
R60BU	Ribbon Hessian Burgundy 20m	5	3	1	3	7	33	7	8	2	0	0	0	69
R60GY	Ribbon Hessian Grey 38mmx20m	0	0	7	4	3	2	2	3	0	0	2	0	23
R60MO	Ribbon Hessian Moss 38mmx20m	6	1	4	2	17	9	6	4	0	0	0	0	49
R60NA	Ribbon Hessian Natural 20m	5	5	5	3	9	30	0	0	0	0	0	0	57
R60PK	Ribbon Hessian Pink 38mmx20m	3	3	1	0	7	6	2	0	0	0	0	0	22
R60WH	Ribbon Hessian White 38mmx20m	1	0	4	2	5	6	6	8	2	2	1	0	37
R61IV	Ribbon Pearl String Ivory 25m	1	0	0	0	0	1	0	0	1	0	0	3	6
R61WH	Ribbon Pearl String White 25m	0	0	0	1	0	0	0	0	2	0	0	1	4
R62GO	Ribbon Metallic Gold Cord	1	2	2	0	3	0	0	1	1	0	0	0	10
R62SL	Ribbon Metallic Silver Cord	2	0	2	0	3	0	0	0	0	0	2	0	9
R72BK	Jute Polka Dot Ribbon Black	4	6	2	0	2	0	1	4	0	3	1	0	23
R72NA	Jute Polka Dot Ribbon Natural	10	7	7	4	5	8	12	4	3	5	7	2	74
R72WH	Jute Polka Dot Ribbon White	1	2	1	0	0	0	0	5	0	0	0	3	12
R74NA	Ribbon Jute 38mmx10m	0	1	0	1	1	0	8	10	1	0	2	17	41
R75CR	Ribbon Jute Cream w/Gold Stars	0	0	1	0	1	8	5	26	18	0	0	3	62
R75RD	Ribbon Jute Red w/Gold Stars	0	0	1	0	0	5	2	24	3	0	0	0	35
R76GN	Ribbon Jute Xmas Green 10m	0	0	0	0	0	5	8	4	14	0	0	0	31
R76RD	Ribbon Jute Xmas Red 38mmx10m	0	0	0	0	0	5	7	31	28	0	0	0	71
R78NA	Ribbon Jute Natural Leaf 10m	2	2	2	4	3	6	1	16	2	0	0	3	41
R78WH	Ribbon Jute White Leaf 10m	0	3	3	6	0	4	3	13	2	3	1	8	46
R81WH	Ribbon Jute White w/Rose 10m	21	20	3	7	2	4	2	0	2	6	4	2	73
R82	Ribbon Linen 5cm x 10m	0	0	0	0	1	1	0	1	1	1	0	1	6
R83	Ribbon Linen 5cm x 10m	0	0	0	0	1	2	4	0	2	1	1	5	16
R84	Ribbon Grosgrain 2.5cm x 20m	0	0	0	0	0	0	0	0	5	16	5	0	26
R85	Ribbon Grosgrain 2.5cm x 20m	0	0	0	0	0	0	0	0	0	5	6	0	11
R86	Ribbon Polyester 4cm x 10m	0	0	0	0	0	2	0	1	2	2	2	4	13
R87	Ribbon Polyrster 4cm x 10m	0	0	0	0	0	2	0	5	3	2	3	2	17
R88	Ribbon Linen 4cm x 10m	0	0	0	0	0	1	4	12	0	1	4	19	41
R89	Ribbon Lace 4.3cm x 10m	0	0	0	0	0	1	1	2	0	1	0	0	5
R90	Ribbon Lace 3.5cm x 10m	0	0	0	0	0	0	1	1	3	2	-2	0	5
R91	Jute String 3mmx100m	0	0	0	0	2	13	23	37	16	10	0	0	101
R92	Jute String 4mmx50m	0	0	0	0	0	2	3	3	2	7	6	4	27
R93	Cotton Herringbone Ribbon-Love	0	0	0	0	0	0	0	0	0	12	9	2	23
R94	Herringbone Ribbon-Heart	0	0	0	0	1	0	0	0	1	15	8	1	26
R95	Organic Muslin Ribbon red dash	0	0	0	0	0	0	0	1	2	0	1	0	4
RANA	Raffia Natural Madagasgar 1kg	10	6	11	6	8	12	14	13	13	12	5	11	121
RB020	Rose Box White PVC Top PK/10	6	1	0	0	0	1	3	0	0	42	43	0	96
RB1BK	Rose Box Single Black	0	0	0	0	0	0	0	0	0	45	26	0	71
RBBA10	Rub Bands Bag 500g Size 10 32x	0	0	0	0	0	0	0	2	0	2	0	0	4
RBBA12	Rubber Bands Bag 500g Size 12	7	0	15	5	1	1	1	6	1	1	0	0	38
RBERRY	Red Berry on Wire 100pc	0	0	0	0	0	0	3	14	12	0	-1	0	28
RIB21YEF	Cut Edge Ribbon Yellow Flower	0	0	2	0	1	3	0	2	0	0	0	0	8
RIB23BKF	Organza Ribbon Black Flower	0	0	0	0	1	1	3	1	0	0	0	1	7
RIB23WHF	Organza Ribbon White Flower	0	1	0	0	1	1	3	-1	2	0	0	1	8
RO10AV	Avocado Organza Ribbon 10m	35	15	53	31	11	20	9	65	30	27	13	15	324
RO10BL	Black Organza Ribbon 25mmx10m	23	15	62	38	24	15	23	47	16	29	20	15	327
RO10BO	Orange Organza Ribbon 25mmx10m	18	16	14	22	11	30	2	19	11	29	13	3	188
RO10BP	Baby Pink Organza Ribbon 10m	26	28	36	45	38	11	3	51	17	38	15	9	317
