
TEDDYTIME
PO Box 96231
BALMORAL 1342

Analyse Inventory [Summary]
29/04/2020,Page 1
2:08:24 pm
Item No.,Item Name,On Hand,Committed,On Order,Available
MET52,Zinc Square Planter 15x15x12.5,0,0,0,0
MET53,Zinc Jug Base:15cmx21.5cmH,0,0,0,0
MET54,Copper Zinc Jug,0,0,0,0
MET55,Silver Zinc Jug,0,0,0,0
MET56,Zinc Conical Vase 15x22cmH,0,0,0,0
MET60BK,Black Metal Pot Set/3 in Tray,26,0,0,26
MET60MO,Moss Metal Pot Set/3 in Tray,93,0,0,93
MET60WH,White Metal Pot Set/3 in Tray,4,0,0,4
MET61BN,Oval Tub 22x12.5x11cm BD:20x10,0,0,0,0
MET61GO,Oval Tub 22x12.5x11cm BD:20x10,0,0,0,0
MET61SL,Oval Tub 22x12.5x11cm BD:20x10,0,0,0,0
MET62BK,Metal Rectangle Tub Black,16,0,0,16
MET62MO,Metal Rectangle Tub Moss,70,0,0,70
MET62WH,Metal Rectangle Tub White,0,0,0,0
MET63,Jardin Metal Pitcher 23cmH,94,0,0,94
MET64,Jardin Metal Jug 14cmH,140,0,0,140
MET65,Jardin Metal Round Bucket,47,0,0,47
MET66,Jardin Metal Rectangle Bucket,194,0,0,194
MET67,Vintage White Metal Bucket,0,0,0,0
MET68,Vintage White Metal Jug 31.5cm,0,0,0,0
MET69,Green Metal Square Bucket 15cm,320,3,0,317
MET70,Green Metal Rectangle Bucket,44,3,0,41
MET71,Green Metal Rectangle Bucket,224,0,0,224
MET72,Metal Square Bucket 12.5cmH,125,0,0,125
MET73,Metal Jug Grey w/Heart 25.5cmH,20,0,0,20
MET74,Metal Round Bucket 17.5cmH,0,0,0,0
MET75,Metal Round Bucket 15cmH,117,0,0,117
MET76,Metal Square Bucket 15cmH,9,3,0,6
MET77,Metal Rectangle Bucket 14.5cmH,64,0,0,64
MET78,Green Metal Square Bucket,113,0,0,113
MET79,Green Metal Round Bucket 15cmH,140,0,0,140
MET80,Purple Lavende Tin Pot 11cmH,0,0,0,0
MET81,Rose Birdcage Tin Pot 11cmH,0,0,0,0
MET82,Bien Venue Dans Mon Jardin Tin,0,0,0,0
MET83,Hibiscus Tin Pot 11cmH,167,0,0,167
MET84,Flamingo Tin Pot 11cmH,543,0,0,543
MET85,Love Rose Tin Pot 12cmH,150,0,0,150
MET86,Les Fleurs Tin Pot 12cmH,371,0,0,371
MET87,Lavender Kitchen Tin Pot 12cmH,466,0,0,466
MET88,Purple Lavende Tin Pot 13.5cmH,444,0,0,444
MET89,Mon Jardin Tin Pot 13.5cmH,504,0,0,504
MET90,Les Fleurs Tin Pot 13.5cmH,437,3,0,434
MET91,Flamingo Tin Pot 13.5cmH,539,0,0,539
MET92,Hibiscus Tin Pot 13.5cmH,498,0,0,498
MET93,Birdcage S/3 Tin Pots in Tray,263,0,0,263
MET94,Love Rose S/3 Tin Pots in Tray,305,0,0,305
MET95,Jardin Botanique Tin Pot 9cmH,348,0,0,348
MET96,Le Jardin Square Tin Pot 9cm,42,0,0,42
MET97,1958 Square Tin Pot 9cmH,315,0,0,315
MET98,Bicycle Square Tin Pot 9cmH,86,0,0,86
MET99,Birdcage Square Tin Pot 12cmH,357,0,0,357
MICHO,Mixed Chocs 100g Bag,0,0,0,0
MISCELLANEOUS,MISCELLANEOUS,543,506,2,39
MISSING,MISSING,17,0,0,17
MOIRE,Moire Chocs. 250g,0,0,0,0
MP01,Candle Mirror Plate Round 13cm,0,0,0,0
MP02,Mirror Plate Round D21cm D21,0,0,0,0
MP03,Mirror Plate Round D26cm D26,0,0,0,0
MP04,Mirror Plate Round D30cm D30,0,0,0,0
MP05,Mirror Plate Square 13cm,230,0,0,230
MP06,Mirror Plate Square 21cm 21X21,0,0,0,0
MP07,Mirror Plate Square 26cm 26X26,0,0,0,0
MP08,Mirror Plate Square 30cm 30X30,0,0,0,0
MY6135S,Tray Seagrass Rectangle  Natur,7,0,0,7
NB02,Wire Aluminium Silver 2mmx12m,21,0,0,21
NB05,Wire Aluminium Red 2mmx12m,37,0,0,37
NB06,Wire Aluminium Pink 2mmx12m,14,0,0,14
NB19,Wire Aluminium Green 2mmx12m,23,0,0,23
NB25,Wire Aluminium Gold 2mmx12m,15,0,0,15
NB96,Wire Aluminium Purple 2mmx12m,13,0,0,13
NJSE,Natural Jute Sewn Edge Roll,70,0,0,70
NOTE,,0,6,0,-6
NOTE1,,0,1,0,-1
NWB11HP,Bag Rose Pattern Hot Pink Pk10,14,0,0,14
NWB11PK,Bag Rose Pattern Pink Pk10,15,0,0,15
NWB11WH,Bag Rose Pattern White Pk10,31,2,0,29
NWB12RE,Bag Heart Pattern Red Pk10,33,0,0,33
NWB12WH,Bag Heart Pattern White Pk10,15,0,0,15
NWB13BK,Bag Monstera Leaf Black,12,0,0,12
NWB13MO,Bag Monstera Leaf Pattern Moss,0,0,0,0
NWBLR,Nova Black 60cm x 50m Roll,0,0,0,0
NWCRR,Nova Cream 60cm x 50m Roll,0,0,0,0
NWGBK,Non Woven Wood Grain Black,52,0,0,52
NWGBU,Non Woven Wood Grain Burgundy,25,0,0,25
NWGCR,Non Woven Wood Grain Cream,54,0,0,54
NWGHP,Non Woven Wood Grain Hot Pink,47,0,0,47
NWGNA,Non Woven Wood Grain Natural,27,0,0,27
NWGPK,Non Woven Wood Grain Pink,44,1,0,43
NWGPU,Non Woven Wood Grain Purple,53,0,0,53
NWGRE,Non Woven Wood Grain Red,41,0,0,41
NWGWH,Non Woven Wood Grain White,41,0,0,41
NWGYE,Non Woven Wood Grain Yellow,52,0,0,52
NWLIR,Nova Lime 60cm x 50m Roll,0,0,0,0
NWMIR,Nova Mint 60cm x 50m Roll,0,0,0,0
NWPBK,Non Woven Premium Black 50cm x,0,0,0,0
NWPBP,Non Woven Premium Pink Roll,0,0,0,0
NWPCR,Non Woven Premium Cream Roll,0,0,0,0
NWPLA,Non Woven Premium Lavender,5,0,0,5
NWPMO,Non Woven Premium Moss Roll,0,0,0,0
NWPOR,Non Woven Premium Orange Roll,0,0,0,0
NWPPU,Non Woven Premium Purple Roll,4,0,0,4
NWPRD,Non Woven Premium Red Roll,0,0,0,0
NWPWH,Non Woven Premium White 50cm x,0,0,0,0
NWPYE,Non Woven Premium Yellow Roll,0,0,0,0
NWRER,Nova Red 60cm x 50m Roll,0,0,0,0
NWVIR,Nonwoven Nova Violet Roll,1,0,0,1
O10013,Floralife Leaf Shine 750ml,15,0,0,15
O10140,Floralife Flower Foods Sachets,7,0,0,7
O10155,Floralife Leaf Shine 250ml,18,0,0,18
O10205,Floralife Quick Dip 500ml,14,0,0,14
O3000,Aspac Bridy Ladynette 7cm,13,0,0,13
O3003,Aspac Bridy Ladynette 7cm,49,0,0,49
O3092,Oasis Heart Medium 27cm,28,0,0,28
O3094,Oasis Heart Mini 12cm,0,0,0,0
O6094K,Oasis Floral Adhesive Tube,103,0,0,103
O60B,IDEAL Brick Box 60  AUS,0,0,0,0
O61000,Film Slitter Oasis Yellow,0,0,0,0
O61006,Rose Stripper Oasis Pack of 3,12,0,0,12
OGBLFB,Org Butterfly Blue 50cm x 10m,0,0,0,0
OGBLL,Organza Leaf Blue Roll 10m,18,0,0,18
OGBLR,Organza Blue Roll 50cmx10m,18,0,0,18
OGBLS,Organza Swirl Blue Roll 10m,2,0,0,2
OGCEFB,Org Butterfly Cerise 50cm x 10,0,0,0,0
OGCEL,Organza Leaf Cerise Roll 10m,0,0,0,0
OGCER,Organza Cerise 50cm x 10m,0,0,0,0
OGCES,Organza Swirl Cerise Roll 10m,0,0,0,0
OGHPB,Org B-fly Hot Pink 50cm x 10m,0,0,0,0
OGHPL,Organza Leaf Hot Pink Roll 10m,2,0,0,2
OGHPR,Organza Hot Pink 50cm x 10m,32,1,0,31
OGHPS,Org Swirl Hot Pink 50cm x 10m,0,0,0,0
OGIVB,Org B-fly Ivory 50cm x 10m,0,0,0,0
OGIVL,Org Leaf Ivory 50cm x 10m,0,0,0,0
OGIVR,Organza Ivory 50cm x 10m,0,0,0,0
OGIVS,Org Swirl Ivory 50cm x 10m,0,0,0,0
OGLIB,Org B-fly Line 50cm x 10m,0,0,0,0
OGLIFB,Org Butterfly Lime 50cm x 10m,0,0,0,0
OGLIL,Organza Leaf Lime Roll 10m,0,0,0,0
OGLIR,Organza Lime Roll 50cmx10m,11,0,0,11
OGLIS,Organza Swirl Lime Roll 10m,0,0,0,0
OGPUB,Org B-fly Purple 50cm x 10m,0,0,0,0
OGPUFB,Org Butterfly Purple 50cm x 10,0,0,0,0
OGPUL,Org Leaf Purple 50cm x 10m,0,0,0,0
OGPUR,Organza Purple Roll 50cmx10m,6,0,0,6
OGPUS,Org Swirl Purple 50cm x 10m,0,0,0,0
OGREB,Org B-fly Red 50cm x 10m,0,0,0,0
OGREFB,Organza Butterfly Red Roll 10m,0,0,0,0
OGREL,Organza Leaf Red Roll 10m,0,0,0,0
OGRER,Organza Red Roll 50cmx10m,26,0,0,26
OGRES,Organza Swirl Red Roll 10m,0,0,0,0
OGWHB,Org B-fly White 50cm x 10m,0,0,0,0
OGWHFB,Org Butterfly White 50cm x 10m,0,0,0,0
OGWHL,Org Leaf White 50cm x 10m,0,0,0,0
OGWHR,Organza White 50cm x 10m,11,0,0,11
OGWHS,Org Swirl White 50cm x 10m,0,0,0,0
OLDC,Old Collection Chocs. 320g,0,0,0,0
P010BB,Bucket Small Baby Blue,0,0,0,0
P010BK,Metal Bucket Black 12cmH,608,0,0,608
P010BP,Metal Bucket Baby Pink 12cmH,471,0,0,471
P010BU,Bucket Small Burgundy,0,0,0,0
P010CR,Metal Bucket Cream 12cmH,406,0,0,406
P010GO,Metal Bucket Gold 12cmH,405,0,0,405
P010HP,Metal Bucket Hot Pink 12cmH,589,0,0,589
P010LA,Bucket Small Lavender,0,0,0,0
P010LI,Metal Bucket Lime 12cmH,464,0,0,464
P010MO,Metal Bucket Moss 12cmH,535,6,0,529
P010OR,Metal Bucket Orange 12cmH,456,0,0,456
P010RE,Metal Bucket Red 12cmH,0,0,0,0
P010SI,Metal Bucket Silver 12cmH,877,0,0,877
P010TU,Metal Bucket Turquoise 12cmH,254,0,0,254
P010VI,Metal Bucket Violet 12cmH,310,2,0,308
P010WH,Metal Bucket White 12cmH,"2,575",6,0,"2,569"
P010YE,Metal Bucket Yellow 12cmH,360,0,0,360
P012BB,Bucket Large Baby Blue,0,0,0,0
P012BK,Metal Bucket Black 15cmH,0,0,0,0
P012BP,Metal Bucket Baby Pink 15cmH,45,0,0,45
P012CR,Metal Bucket Cream 15cmH,64,0,0,64
P012GO,Metal Bucket Gold 15cmH,195,0,0,195
P012HP,Metal Bucket Hot Pink 15cmH,80,0,0,80
P012LI,Metal Bucket Lime 15cmH,159,0,0,159
P012MO,Metal Bucket Moss 15cmH,159,0,0,159
P012OR,Metal Bucket Orange 15cmH,0,0,0,0
P012RE,Metal Bucket Red 15cmH,59,0,0,59
P012SI,Metal Bucket Silver 15cmH,367,0,0,367
P012TU,Metal Bucket Turquoise 15cmH,105,0,0,105
P012VI,Metal Bucket Violet 15cmH,78,0,0,78
P012WH,Metal Bucket White 15cmH,691,4,0,687
P012YE,Metal Bucket Yellow 15cmH,113,0,0,113
P08BK,Metal Bucket Black 10.8cmH,117,0,0,117
P08BP,Metal Bucket Baby Pink 10.8cmH,160,5,0,155
P08CR,Metal Bucket Cream 10.8cmH,298,5,0,293
P08GO,Metal Bucket Gold 10.8cmH,67,0,0,67
P08HP,Metal Bucket Hot Pink 10.8cmH,331,0,0,331
P08LI,Metal Bucket Lime 10.8cmH,198,0,0,198
P08MO,Metal Bucket Moss 10.8cmH,0,0,0,0
P08OR,Metal Bucket Orange 10.8cmH,260,0,0,260
P08RE,Metal Bucket Red 10.8cmH,2,0,0,2
P08SI,Metal Bucket Silver 10.8cmH,471,6,0,465
P08TU,Metal Bucket Turquoise 10.8cmH,69,0,0,69
P08VI,Metal Bucket Violet 10.8cmH,40,6,0,34
P08WH,Metal Bucket White 10.8cmH,0,0,0,0
P08YE,Metal Bucket Yellow 10.8cmH,394,0,0,394
P11,Cello Hamper Bag Sealed,24,0,0,24
P111,Cello Hamper Bag Sealed Jumbo,12,0,0,12
P12,Cello Bag Self Seal PK/100,51,0,0,51
P148HP,Bucket Bambino Hot Pink,0,0,0,0
P148LA,Bucket Bambino Lavender,0,0,0,0
P148RE,Bucket Bambino Red,0,0,0,0
P148WH,Bucket Bambino White,0,0,0,0
P16,Cello Bag Corsage PK/100,59,0,0,59
P220VI,Plastic Planter Square Taper V,14,0,0,14
P323,Plastic Flower Pot. Paris,0,0,0,0
P324,Plastic Flower Pot. Paris,0,0,0,0
P4,Cello Bag PK/100 14.5cmH,12,0,0,12
P509SSI,Silver Tin Vase Round w/Handle,151,0,0,151
P7,Cello Bag Self Seal PK/100,31,0,0,31
P9,Clear Cello Bag PK/100 17.5cmH,16,0,0,16
PB1,PB1 13x21x9cm,0,0,0,0
PB11,Paper Bag 11 33 x 26.7 x 14cm,0,0,0,0
PB2,PB2 20x25x12cm,0,0,0,0
PB3,PB3 13x21x9cm,0,0,0,0
PB30,Kraft Bag White PK/100 20cmH,26,0,0,26
PB31,Kraft Bag White PK/100 26cmH,23,0,0,23
PB32,Kraft Bag White PK/100 35cmH,13,0,0,13
PB33,Kraft Bag White PK/100 42cmH,22,0,0,22
PB34,Kraft Bag Pk 100 15x8x20cmH,12,0,0,12
PB35,Kraft Bag Natural PK/100 26cmH,25,0,0,25
PB36,Kraft Bag Natural PK/100 35cmH,5,0,0,5
PB37,Kraft Bag Natural PK/100 42cmH,7,0,0,7
PB4,PB4 20x25x12cm,0,0,0,0
PB45,Plastic Bag Small 10pc 17Hx16x,0,0,0,0
PB46,Plastic Bag Medium PK/10 24cmH,0,0,0,0
PB47,Plastic Bag Large PK/10 28cmH,216,0,0,216
PB48,Kraft Bag Small PK/10 17cmH,142,0,0,142
PB49,Kraft Bag Medium PK/10 23cmH,175,0,0,175
PB5,PB5 20x25.5x11cm,0,0,0,0
PB50,Kraft Bag Large PK/10 28cmH,98,0,0,98
PB51MO,Kraft Bag Moss PK/10 18.5cmH,75,0,0,75
PB51NA,Kraft Bag Natural PK10 18.5cmH,59,0,0,59
PB51PK,Kraft Bag Pink PK/10 18.5cmH,34,0,0,34
PB51RD,Kraft Bag Red PK/10 18.5cmH,46,0,0,46
PB51WH,Kraft Bag White PK/10 18.5cmH,200,0,0,200
PB52,Kraft Wine Bag Single PK/10,63,0,0,63
PB53,Kraft Wine Bag Double PK/10,118,0,0,118
PB54,White Kraft Bag Small PK/10,0,0,0,0
PB55,White Kraft Bag Medium PK/10,293,0,0,293
PB56,White Kraft Bag Large PK/10,60,0,0,60
PB57,Black Kraft Bag Small PK/10,89.9,2,0,87.9
PB58,Black Kraft Bag Medium PK/10,78,2,0,76
PB59,Black Kraft Bag Large PK/10,4,0,0,4
PB6,PB6 13x21x7.5cm,0,0,0,0
PB60,Bag Kraft-Wh dot. 12cm 12x12x1,0,0,0,0
PB61,Bag White-Silver dot. 12cm 12x,0,0,0,0
PB62,Bag Black-Silver dot. 12cm 12x,0,0,0,0
PB63,Bag Kraft-White dot. 14cm 14x1,0,0,0,0
PB64,Flower Bag White w/Silver Dots,0,0,0,0
PB65,Flower Bag Black w/Silver Dots,0,0,0,0
PB66,Bag Kraft-White dot. 14cm 9.5x,0,0,0,0
PB67,Bag Black-Silver dot. 14cm 9.5,0,0,0,0
PB68,Bag White-Silver dot. 14cm 9.5,0,0,0,0
PB69NA,Paper Bag Natural PK10 13.5cmH,95,0,0,95
PB7,PB7 20x25.5x11cm,0,0,0,0
PB70NA,Paper Bag Natural PK10 15.5cmH,50,0,0,50
PB71NA,Paper Bag Natural PK10 20cmH,50,0,0,50
PB72NA,Paper Bag Natural PK10 15cmH,17,0,0,17
PB73NA,Paper Bag Natural PK/10 25cmH,29,0,0,29
PB73WH,Paper Bag White PK/10 25cmH,35,0,0,35
PB75,White Deco Kraft Bag PK/10,51,0,0,51
PB76,White Kraft Bag w/Gold PK/10,14,0,0,14
PB77,White Kraft Bag w/Silver PK/10,70,0,0,70
PB78,White Heart Kraft Bag Pk/10,17,0,0,17
PB79,White Monstera Kraft Bag PK/10,10,0,0,10
PB8,PB8 13x21x7.5cm,0,0,0,0
PB80,White Kraft Bag w/Hearts PK/10,94,0,0,94
PBC001,Milk Chocolate Coconut Rough,5,0,0,5
PBC002,Dark Chocolate Coconut Rough,21,3,0,18
PBC003,Milk Chocolate Peanut Clusters,20,12,0,8
PBC004,Dark Chocolate Peanut Clusters,40,0,0,40
PBC005,Hokey Pokey in Milk Chocolate,94,0,0,94
PBC006,Hokey Pokey in Dark Chocolate,32,0,0,32
PBC007,Milk Choc Pineapple Pieces,61,12,0,49
PBC008,Jellies in Milk Chocolate 130g,12,14,0,-2
PBC009,Red Licorice in Milk Chocolate,48,15,0,33
PBGM,Black glass gems medium,0,0,0,0
PBGS,Black glass gems small,0,0,0,0
PBNO12,Brown Paper Flat Bag Pk500,0,0,0,0
PBOX01,Pink Rose Mini Posy Box 12cmH,865,0,0,865
PBOX02,Red Rose Mini Posy Box 12cmH,999,0,0,999
PBOX03,Red Heart Mini Posy Box 12cmH,918,0,0,918
PBOX04,Love Mini Posy Box 12cmH,"1,030",0,0,"1,030"
PBOX05,Botanical Plant Mini Posy Box,"1,047",0,0,"1,047"
PBOX06,Tropical Leaves Mini Posy Box,"1,036",0,0,"1,036"
PBOX07,Rose Band Mini Posy Box 12cmH,813,0,0,813
PBOX08,Botanical Leaves Mini Posy Box,"1,034",0,0,"1,034"
PBOX09,Watercolour Flower Posy Box,992,0,0,992
PBOX10,Pink Flowers Mini Posy Box,898,0,0,898
PBRM,Black river rocks medium,0,0,0,0
PEG001,Pink Bear clip,0,0,0,0
PEG002,Blue Bear clip,0,0,0,0
PEG005,Red and white heart clip on,0,0,0,0
PEG006,Flower assorted colour clip,0,0,0,0
PEG007,ladybird clip,0,0,0,0
PH020,Posy Holder PK10 w/PVC Tray,53,0,0,53
PH18,Phials Premium Large Bag/50,11,0,0,11
PHD11,Metal Flwr Pot 10.5x10cmH(17cm,563,2,0,561
PHD12,Metal Flwr Pot 15x15H(25cmH),207,0,0,207
PHD13,Metal Flwer Pot 15x14.5 (39cmH,263,0,0,263
PHD14,Metal Flwr Pot 10.5x10cmH(16cm,243,0,0,243
PHM,Phials Plastic Large 10ml Bag,0,0,0,0
PHOL10PC,Phials 30cm With Cap PK/10,196,0,0,196
PHOS,Phials Orchid SMALL With Cap S,0,0,0,0
PHOS10PC,Phials 15cm With Cap PK/10,188,0,0,188
PHS,Phials Plastic Large 10ml Bag,0,0,0,0
PIK21,Ladybug Pick 11x6x6cm,0,0,0,0
PIK30,Bee Pick 7 x 4.5cm,0,0,0,0
PIK31,Bee Pick 7 x 5cm,0,0,0,0
PIK35,Butterfly Pick 9.5cm,0,0,0,0
PIK36,Bird Pick 7 x 3.5 x 3.5cm,0,0,0,0
PIK40,PIK40 10cm,0,0,0,0
PIK42,Owl Pick 7.5x6.5x9cm,0,0,0,0
PIK44,Bee Pick 9x5x10cm,0,0,0,0
PIK57,Pick 57 10cm,0,0,0,0
PIK59,Pick 59 15.7x2x81.8cm PK/4,0,0,0,0
PIK60,Pick 60 16.4x0.6x61cm,0,0,0,0
PIK68,Pick 68 18x0.5x61cm,0,0,0,0
PIK72HP,Pick 72 56cm Gift Box Pk/6,0,0,0,0
PIK72WH,Pick 72 56cm GiftBox Pk/6,0,0,0,0
PIK76,Pick 76 10cm,0,0,0,0
PIK77,Pick 77 10cm,0,0,0,0
PIK78,Pick 78 12.5cm,0,0,0,0
PIK79,Pick 79 12.5cm,0,0,0,0
PIK80,Pick 80 10cm,0,0,0,0
PIK81,Pick 81 12.5cm,0,0,0,0
PIK82,Pick 82 12.5cm,0,0,0,0
PIK83,Pick 83 12.5cm,0,0,0,0
PIK84,Pick 84 7.5cm,0,0,0,0
PIK85,Pick 85 12.5cm,0,0,0,0
PIK86,Pick 86 18x2x68cm,0,0,0,0
PIK87,Pick 87 8x9cm,0,0,0,0
PIK88,Butterfly Pick Set of 4,0,0,0,0
PIK89,Dragonfly Pick 10x8x9cm,0,0,0,0
PIK90,Parrot Pick Set of 4,0,0,0,0
PIK91,Dragonfly Pick 8x10x6cm,0,0,0,0
PIK92,Flower Pick Set of 4,82,0,0,82
PJBOX1,PJBOX1,0,0,0,0
PL001,Cello Coloured - Cream,0,0,0,0
PL002,Cello Coloured - White,0,0,0,0
PL003,Cello Coloured - Silver,0,0,0,0
PL007,Cello Coloured Sheets PK/400,10,0,0,10
PL007-1,Coloured Cello PK400 Multi,0,0,0,0
PL009,Cello Coloured - Violet,0,0,0,0
PL012,Cello Coloured - Cobalt Blue,0,0,0,0
PL013,Cello Coloured - Aubergine,0,0,0,0
PL028,Cello Coloured - Baby Pink,0,0,0,0
PL029,Cello Coloured - F/Green,0,0,0,0
PL031,Cello Coloured - Red,0,0,0,0
PL041,Cello Coloured - Yellow,0,0,0,0
PL042,Cello Coloured - Gold,0,0,0,0
PL043,Cello Coloured - B/Orange,0,0,0,0
PL044,Cello Coloured - Hot Pink,0,0,0,0
PL045,Cello Coloured - Burgundy,0,0,0,0
PL050,Cello Coloured - Lime,0,0,0,0
PL055,Cello Coloured Pastels PK/250,7,0,0,7
PL056,Cello Coloured - Black,0,0,0,0
PL084,Cello Coloured - Lavender,0,0,0,0
PL085,Cello Coloured - Moss,0,0,0,0
PL086,Cello Coloured - Chocolate,0,0,0,0
PMGB,Multi coloured glass butterfli,0,0,0,0
POST,Iron Pot Stand 20x20x18.5cm,352,0,0,352
PP20,Fl. Pot Cvr 12cm Kraft 11.5x9.,0,0,0,0
PP21,Fl. Pot Cvr 12cm White 11.5x9.,0,0,0,0
PP22,Fl. Pot Cvr 12cm Black 11.5x9.,0,0,0,0
PP23,Flower Pot Cover Kraft/White,0,0,0,0
PP24,Fl. Pot Cvr 16cm White 16x12cm,0,0,0,0
PP25,Fl. Pot Cvr 16cm Black 16x12cm,0,0,0,0
PP26,Fl. Pot Weave 12cm Natural 11.,0,0,0,0
PP27,Flower Pot Weave Cover Purple,0,0,0,0
PP28,Fl. Pot Weave 12cm Moss 11.5x9,0,0,0,0
PP29,Fl. Pot Weave 12cm Pink 11.5x9,0,0,0,0
PP30,Fl. Pot Weave 16cm Natural 16x,0,0,0,0
PP31,Fl. Pot Weave 16cm Purple 16x1,0,0,0,0
PP32,Fl. Pot Weave 16cm Moss 16x12c,0,0,0,0
PP33,Fl. Pot Weave 16cm Pink 16x12c,0,0,0,0
PPLG,Plastic Pot 17Dx12cmH Lime Gre,0,0,0,0
PPPI,Plastic Pot 17Dx12cmH Hot Pink,0,0,0,0
PPRE,Red Plastic Pot 17Dx12cmH,0,0,0,0
PPWH,White Plastic Pot 17Dx12cmH,301,0,0,301
PPWHS,White Plastic Pot 11cmD x 8cmH,35,0,0,35
PPYE,Plastic Pot 17Dx12cmH Yellow,0,0,0,0
PRG,Parafilm Green Single Roll 27m,677,0,0,677
PRU,Polyvase Memorial Vase Green,151,0,0,151
PRUW,Polyvase Memorial Vase Black,95,0,0,95
PT12,Pot Tape Green 12mmx25m,101,1,0,100
PT14,Pot Tape Green 6mmx25m,288,0,0,288
PTE,White Tissue Economy PK/480,71,0,0,71
PV1,Plastic Vase. PVC. B & W,0,0,0,0
PV1430BK,Display Vase Black 17Dx30cmH,74,0,0,74
PV1430CL,Display Vase Clear 30cmH,25,0,0,25
PV1430WH,Display Vase White 17Dx30cmH,117,0,0,117
PV2,Collapsible PVC Vase Bubbles,260,0,0,260
PV3,Collapsible PVC Vase White,0,0,0,0
PV4,Collapsible PVC Vase Black,810,0,0,810
PV6,Collapsible PVC Vase Clear,936,0,0,936
PW001R,Euro Wrap Black - Grey 65mic,0,0,0,0
PW001S,Euro Wrap Black - Grey 65mic,0,0,0,0
PW002R,Euro Wrap Dark Grey - Light Gr,0,0,0,0
PW002S,Euro Wrap Dark Grey - Light Gr,0,0,0,0
PW003R,Euro Wrap Dark Grey -Lime 65mi,0,0,0,0
PW003S,Euro Wrap Dark Grey -Lime 65mi,0,0,0,0
PW004R,Euro Wrap Dark Grey -Dark Pink,0,0,0,0
PW004S,Euro Wrap Dark Grey -Dark Pink,0,0,0,0
PW005R,Euro Wrap Grey - Light Pink 65,0,0,0,0
PW005S,Euro Wrap Grey - Light Pink 65,0,0,0,0
PW006R,Euro Wrap Cerise/Lavender Roll,8,0,0,8
PW006S,Euro Wrap Cerise/Lav Sheets,46,0,0,46
PW007R,Euro Wrap Light Pink - Dark Pi,0,0,0,0
PW007S,Euro Wrap Light Pink - Dark Pi,0,0,0,0
PW008R,Euro Wrap Cerise/D.Pink Roll,0,0,0,0
PW008S,Euro Wrap Cerise/D.Pink Sheets,7,0,0,7
PW009R,Euro Wrap Cerise -Lime 65mic,0,0,0,0
PW009S,Euro Wrap Cerise -Lime 65mic,0,0,0,0
PW010R,Euro Wrap Lime - Dark Pink 65m,0,0,0,0
PW010S,Euro Wrap Lime - Dark Pink 65m,0,0,0,0
PW011R,Euro Wrap Lime/Green Roll,0,0,0,0
PW011S,Euro Wrap Lime/Green Sheets,0,0,0,0
PW012R,Euro Wrap Lime - Dark Brown 65,0,0,0,0
PW012S,Euro Wrap Lime - Dark Brown 65,0,0,0,0
PW013R,Euro Wrap Dark Brown - Light B,0,0,0,0
PW013S,Euro Wrap Dark Brown - Light B,0,0,0,0
PW014R,Euro Wrap  Red - Dark Pink 65m,0,0,0,0
PW014S,Euro Wrap Red/Dark Pink Sheets,0,0,0,0
PW015R,Euro Wrap  Red - Light Red 65m,0,0,0,0
PW015S,Euro Wrap  Red - Light Red 65m,0,0,0,0
PW016R,Euro Wrap  Red - Light Grey 65,0,0,0,0
PW016S,Euro Wrap  Red - Light Grey 65,0,0,0,0
PW017R,Euro Wrap Red -Lime 65mic Roll,0,0,0,0
PW017S,Euro Wrap  Red - Lime 65mic  S,0,0,0,0
PW018R,Euro Wrap Yellow- Lime 65mic,0,0,0,0
PW018S,Euro Wrap Yellow/Lime Sheets,5,0,0,5
PW019R,Euro Wrap Yellow/Orange Roll,17,0,0,17
PW019S,Euro Wrap Yellow/Orange Sheets,28,0,0,28
PW020R,Euro Wrap Dark Pink - Orange 6,0,0,0,0
PW020S,Euro Wrap Dark Pink - Orange 6,0,0,0,0
PW021R,Euro Wrap Cerise - Light Pink,0,0,0,0
PW021S,Euro Wrap Cerise - Light Pink,0,0,0,0
PW022R,Euro Wrap RED Roll 65mic,31,2,0,29
PW022S,Euro Wrap RED Sheets 65mic,21,1,0,20
PW023R,Euro Wrap FUCHSIA Roll 65mic,46,1,0,45
PW023S,Euro Wrap FUCHSIA Sheets 65mic,21,1,0,20
PW024R,Euro Wrap BABY PINK Roll 65mic,47,0,0,47
PW024S,Euro Wrap BABY PINK Sheets,22,1,0,21
PW025R,Euro Wrap ORANGE Roll 65mic,47,3,0,44
PW025S,Euro Wrap ORANGE Sheets 65mic,15,1,0,14
PW026R,Euro Wrap YELLOW Roll 65mic,46,0,0,46
PW026S,Euro Wrap YELLOW Sheets 65mic,23,0,0,23
PW027R,Euro Wrap LIME GREEN Roll,46,0,0,46
PW027S,Euro Wrap LIME GREEN Sheets,16,1,0,15
PW028R,Euro Wrap MOSS Roll 65mic,43,1,0,42
PW028S,Euro Wrap MOSS Sheets 65mic,30,1,0,29
PW029R,Euro Wrap COBOLT BLUE Roll,16,0,0,16
PW029S,Euro Wrap COBOLT BLUE Sheets,11,1,0,10
PW030R,Euro Wrap VIOLET Roll 65mic,37,7,0,30
PW030S,Euro Wrap VIOLET Sheets 65mic,20,1,0,19
PW031R,Euro Wrap AUBERGINE Roll 65mic,45,0,0,45
